productId,Title,userId,Time,Text,Cat1,Cat2,Cat3
B000NIETZ6,Strassburg Sock Regular Size (fits calf size up to 16in around),A114ZAK2V0X491,1357862400,It putes my toes up in the night and causes my foot to swell I have what is called foot drop.,health personal care,medical supplies equipment,braces
B00012NHDY,"BodyTech - Whey Tech Chocolate, 2 lb powder",A2G9UAS657NYNQ,1357862400,taste just like chocolate milk. mixes easily. I would recommend this for price conscience shoppers. It is as good as the higher priced brands.,health personal care,nutrition wellness,nutrition bars drinks
B000NZQ010,VTech Sit-to-Stand Learning Walker,A27SL6IUB2D5V8,1357862400,"I bought this for my baby when she was 5 months old. She could sit up with some help but not crawl, and this toy was perfect for her to sit at and play with. When she got better at moving around we could take the face off and set it on the floor, and she could crawl to it and hover over it to play. She is almost 9 months now and still loves this toy. She pulls up on it, pushes it across the floor & plays with all the components on the front. She loves it, so we love it. One of the best toys I've bought.",baby products,gear,walkers
B00008W72D,Melissa & Doug 60-Piece Standard Unit Blocks,A14VLDBD5YAGAW,1357862400,Exactly what it should be a simple set of unit blocks with a container. Great for building things even with a smaller child who is learning.The container seems like it might be harder to use based on the fact that the blocks are packed so tight. That said it has extra space due to some foam at the bottom that you can remove. It has turned out to be quite easy actually to get these back in the box.,toys games,building toys,stacking blocks
B00068U4P2,Melatonin 3 mg 60 Caps,A32WN2CIA4LO9H,1357862400,My Husband and I are very happy with this product. so glad to have found it here on Amazon.com.We take one tiny pill when we are ready to settle down for the night and within 30 minutes we are sound asleep.,health personal care,nutrition wellness,vitamins supplements
B000IEFVGG,"Klein's Naturals Peanuts, Roasted, Unsalted, 10-Ounce Containers (Pack of 6)",AVUC7BURUQ8BR,1357862400,I love unsalted peanuts but sometimes without the salt they can taste stale. These were nice and fresh and of good quality. They shipped them fast and they were in good condition. I recommend them.,grocery gourmet food,pantry staples,cooking baking supplies
B000CN3Q6A,"Hagen Living World Drops Hamster Treat, 2.6-Ounce, Yogurt",AIGV4XL0O22T2,1357862400,Hamsters love treats and they will love this item. Item is as described. It's perfect to give them these treats for snack time.,pet supplies,small animals,food
B000EWVP80,"Duro-Med Foot Stool with Support Handle, Silver/Black",A6ECZLK3C6QF7,1357862400,i work with elderly frequently. It's the greatest thing since curbs. which i would hit every time i;d come close to them. my elders say this one step makes the world of difference,health personal care,medical supplies equipment,daily living aids
B00011THUC,Irene Gari Anti-Feather Lip Base,A3OQVDKONHMHPZ,1357862400,"FINALLY found a product that works and is inexpensive! I have been able to wear dark lipstick colors with absolutely no feathering, which is something I have not been able to do in a very long time. In addition, it lasts all day long. Because it works so great, I ordered 5 of them. Wish I had known about this a long time ago.",health personal care,personal care,lip care products
B00000ISEE,"Learning Resources Rainbow Bean Bags, Set Of 6",ATI289UQUI7H0,1357862400,Exactly what we needed for extra activities for busy preschoolers. I would definately buy them again. They were all working and have not had any problems with them.,toys games,sports outdoor play,beanbags foot bags
B000BY3TVC,Toy Vault Mini Black Knight Plush,A15OL4SRQQB8WY,1357862400,"I still love this anyway, because how can you not love the Black Knight?? But it's smaller than I was expecting, maybe the size of a Barbie doll, which makes reattaching the limbs a little challenging. It's not worth the price due to the size, but it IS the only Black Knight plush I've come across!",toys games,stuffed animals plush,animals figures
B0009OAHQ4,Bora Bora by Liz Claiborne for Men,A2HMQODAS1PMX6,1357862400,"... i wanted a cologne that is fresh and unmistakably male. got just what i wanted with this scent. very light, &#34;up-in-the-air&#34; spritz recommended.",beauty,fragrance,men s
B000PI2XIE,Dermalogica Intensive Moisture Balance (select option/size),A2M3FZBL4JZ4WX,1357862400,It's one of the better products that I've found at this point in my life. It's moisturizing without leaving a greasy residue behind. My skin has a natural look glow without the dryness. I'm very pleased and would purchase it again..,beauty,skin care,face
B0000DG5BH,Unker's Medicated Salve,A6V0VY6H7CJ05,1357862400,"This product really works... Not only for all the things it says on the label, but when my chest is hurting or my glands in my neck hurt, I rub some Unker's on over night, and the next day I am much better. I do this for a few nights to take care of any problems. When my mom was a young girl, they rubbed some on her chest when she had pneumonia ... It worked.",health personal care,health care,pain relievers
B00006IV4N,Sunbeam 756-500 Heating Pad with UltraHeatTechnology,A15IL2OGJG9BTF,1357862400,The size of this pad is convenient for use on a knee or shoulder yet it's still large enough for ones lumbar region. The low setting is warm enough for me. I suppose the other two settings are suitable for warming meals or beds.,health personal care,health care,pain relievers
B0002ZA8S2,Hot Tools Professional Curling Iron with Multi-Heat Control,A3U93J8373UD9J,1357862400,I normally don't like to curl my hair but this is a great curler for big bouncy curls. Great buy,beauty,hair care,styling tools
B000EUDAWG,Uncle Milton Radio Control Tarantula,A1VWDS91B85O6U,1357862400,"Birthday gift for an 8 year old grandson. He loves it, uses it mostly to startle/scare his sisters. Thank you.",toys games,electronics for kids,unknown
B000FOA7BS,"Americare Ultra Waterproof Sheet Protector, Colors May Vary, 34"" x 36""",A6WM96GIA0ZSB,1357862400,"This product provided peace of mind when a very young grandchild came to visit. It was easy to use and by putting it under the sheet, the child was not offended.",health personal care,health care,incontinence
B0001MIG9Y,Pampers Baby Dry Diapers (Packaging May Vary),A1SCIHU38Q3O6N,1357862400,the best diapers ever!!!! i use them with my first baby and they are the most amazing never had any liking or rash on the kids body,baby products,diapering,disposable diapers
B00081RYNC,Rubik's Cube,A1LQULSGRE6YHU,1357862400,"My son, now 42 y/o, used to work this Rubik's Cube within a minute. He instantly went into &#34;I can do this!&#34; mode, but is now so used to quick satisfaction with today's technology that he sat it aside after a few minutes. His wife then picked it up. Perhaps I should have given it to the granddaughters, but they too are spoiled to technology at ages 5 and 2. Hopefully they will try again.",toys games,puzzles,brain teasers
B000L9FBTA,Opi Nail Polish - Mrs O'leary's Bbq #W44,A339AFX8OG0WZR,1357862400,"I love OPI nail polish because the colors are very opaque and the brush is thick which makes application easier. I love this nail polish, unfortunately it does not look a lot like the color shown in the picture. On my nails, it is a bit darker. Only when I put my hand right in front of your face can you see the burgundy tint, otherwise it just looks dark, almost black. In bright sunlight it does look closer to the color pictured, but not in artificial light or cloudy weather. I still give this color 4 stars because when you can see the color good it definitely looks like a dark bbq sauce, hence the name. Either way it is a nice color and OPI nail polish is better than most.",beauty,makeup,nails
B000K5WQM0,Nite White Excel 3 ACP Z 22% Teeth Whitening 3pk Kit (Latest Product),AQKR4G6U34RBE,1357862400,Nite White Excel Z 22% Teeth Whitening 3pk Kit did the trick. They whitened years of coffee and tea stains and left my teeth a beautiful white.DO not wear for long periods of time or some sensitivity will occur.,health personal care,personal care,oral hygiene
B0002ARGOG,Zodiac Flea and Tick Collar for 5-Month Dog,A1R6XA0SVLOIVC,1357862400,"My senior pekingese's eyes suddenly got very weepy with alot of crusting from excess discharge.As she has never had this issue before,I thought it might be connected to the zodiac collar I had recently put on her.Sure enough,a day after removing this collar,all of her eye irritation ceased.In all fairness to the company,this was her first and only experience with a flea/tick collar,so she probably would have reacted that way no matter the brand.My only point is that sometimes a flea/tick collar just might be too harsh for some dogs to tolerate them!",pet supplies,dogs,health supplies
B000E8VI9U,"Conair HH400 Collapsable Bonnet 1875-Watt Hair Dryer, White",A2FZI6U9JDGVY1,1357862400,I plugged it in and it wont come on at all. Not working and I really wanted this type of dryer,beauty,hair care,styling tools
B00009RF1E,Wahl 9918-6171 Groomsman Beard and Mustache Trimmer,AHXSTJKBY6EWK,1357862400,Best Xmas gift ever! Can't wait to use it over and over. Don't know why I didn't have one sooner!,health personal care,personal care,shaving hair removal
B0009PL4CY,Sennheiser BA151 Rechargeable NiMH Battery,ABPV5RISJ8F9A,1357862400,You never go wrong with Germany made products.The other brands won't keep the charge long enough and after few months won't charge at all.This battery is ORIGINAL and works great.,health personal care,household supplies,household batteries
B000E33CZI,"Pair of Thermoskin Wrist Brace, Hand Brace, Carpal Tunnel Brace with Dorsal Stay, Right and Left",A3GYYZ1RIKYB8A,1357862400,They are okay but after an hour become very uncomfortable. I do not feel it helped my problem with carpal tunnel.,health personal care,medical supplies equipment,braces
B0002QWX70,Beaver dog toy,A3FPDPNAPDPMW5,1357862400,"I gave this to our Australian Shepherd, Emma for Christmas 2012. She loves it but quickly tore it apart, pulled out the squeaker holder and tore that apart, too. I have 3 more squeakers but will have to figure out another way for her to play with them. She still plays with both pieces though. I had hoped that with the Kong brand it would have held up better.",pet supplies,dogs,toys
B0001WW1P4,Bissell 2102-B Sweep Up,A3C6FWB6YIC996,1357862400,was given as a house warming gift I was happy with the product of my own and as far as I know the gift was one that was wanted,health personal care,household supplies,cleaning tools
B0009HIJZC,MopAway High Quality Twist Mop,A15YIQJL6SX1AE,1357862400,"I have used a lot of mops, this is by far the best. The only fault I found with the mop is the twisting mechanism it's made of plastic. As you know over time plastic will loose the ability to stay the same way... BUT for $17 bucks if the mop will last one year it would have only cost me $1.42 a month to have a mop that works and clean. Not bad.. not bad at all.",health personal care,household supplies,cleaning tools
B0006U6IIM,"Now Foods, Sweet Almond Oil",A1GMS4Y6T33STA,1357862400,This was a product that I ordered to make some things with the grandgirls. We haven't used it yet but the smell is great and it was a great price.,beauty,skin care,body
B000GLRREU,Waterpik Ultra Water Flosser,A20A61QL4D7VRT,1357862400,This product gives u the best feeling during usage after usage this definitely save u a trip to the dentist. This product really gets down in ur gums for extra cleaning. I use water and mouth wash mix to clean this comes with accessories also. After daily usage it's still going strong I keep my setting on 10. For first time using do not turn up high or it will hurt. Go slow. You will feel the difference after time u use it. This product makes ur mouth feel so good after u use it! I love it gets a high thumps up from me. I had this product over a year and it still works great!,health personal care,personal care,oral hygiene
B000KK5DWA,"Ultima Replenisher, Red Raspberry, 90-Serving Canister",A1ATSQF1AB6DTM,1357862400,"This product is very good, tastes good andgives the minimum amount of trace minerals without any sugar.We use it every day.",health personal care,nutrition wellness,nutrition bars drinks
B000052YJH,Buf-Puf Reusable Facial Sponge (Pack of 6),A2Y6F7CZE37HFZ,1357862400,"I've been using the Buf-Puf facial sponge for 20yrs now, since I was 15 to be exact and I LOVE it! This product exfoliates my skin and always leaves my face feeling clean and refreshed. My kids, 21 & 11 are now growing up using it and NEVER deal with any acne problems. I can't go without having this product, it is a staple in my home.",beauty,skin care,face
B000I5ZXDQ,Active Green Bar,A31KC2CQ27WZGG,1357862400,"The protein bar has a good taste and excellent nutrition. The fiber helps mitigate the 18g of sugar, none of which is processed sugar. The 22g of protein provide a steady source of fuel for any activity. On this listing, there is a label showing a bar with 22g of sugar, which was the content in an earlier version of the protein bar. Check out the Active green bar, which has 30% more sugar.",health personal care,nutrition wellness,nutrition bars drinks
B0007V7RO4,Barnett Bandito Toy Blowgun,A2W5Y6V6FD2ID,1357862400,It certainly shoots the darts a long way and without a great deal of effort. The only down side is that the sucker part of the dart does not stick to anything...even glass. But the kids love it.,toys games,sports outdoor play,blasters foam play
B000JRALAS,"Larabar Fruit and Nut Food Bar, 1.7-Ounce Bars (Pack of 16)",A2S3U6NO6FZ92A,1357862400,Food Safety Recall,health personal care,nutrition wellness,nutrition bars drinks
B000HHLKD2,Hartz Pom Poms Cat Toy,A1G20BI4AR4SUT,1357862400,Not what I expected. They have a texture and noise that's hard to explain. My cat likes to carry things around in his mouth and this has become his favorite.,pet supplies,cats,toys
B00016Q6DS,"Pretzel Salt, 1 lb.",A3LUGHF3SYDLSD,1357862400,"This is not pretzel salt - it is closer to table salt. I was expecting large, white grains. This salt is nothing more than clear grains that are slightly larger than average table salt.",grocery gourmet food,pantry staples,herbs
B0001MTAJE,Eros Original Bodyglide Silicone Lubricant,A16W5QGR8H3M6Y,1357862400,"When my friend was getting married, I spent hours researching the world's best condoms and lube etc. (Best condom",health personal care,sexual wellness,safer sex
B000FIZW5U,"Ricochet Mints with Xylitol, Lemon-Lime, 100-Count Mints (Pack of 6)",A3PRVZJWIYZXRZ,1357862400,"When I purchase a ""lemon"" or ""lemon-lime"" mint or gum, I expect some level of sour, lemony-limey flavor! These have almost none! There is a faint lemon-lime flavor at first, and I mean FAINT but almost immediately they turn into a sugary-sweet powder on your tongue.There is absolutely ZERO relief from dry-mouth, they last for less than a minute and IF you pop several in your mouth hoping for better results, you'll have a clump of sweet sugar paste.Truly a disappointment! I really don't get the point of these little sweet powder drops!?The person who commented here on their strong flavor must be an employee of the Xyla company!!!!!!!!!!",grocery gourmet food,candy chocolate,mints
B0002DMLRA,Eden Eau de Parfum for Women by Cacharel,A2K2C90WXL7H0X,1357862400,"I have used &#34;Eau de Eden&#34; by Cacharel for over 15 years. It smells like a fresh spring/summer day and made me feel happy! Because I can no longer find &#34;Eau de Eden&#34; I decided to try &#34;Eden&#34;. I thought, same manufacture, similar names could not be too different, right? I couldn't be more disappointed. &#34;Eden&#34; (I am very sorry for those how like it) for me smells like old lady, old things, makes me feel depressed and gives me a headache.",beauty,fragrance,women s
B0002DKWB2,Flower Le Parfum Perfume by Kenzo for women Personal Essential Oils,A2L1JNTWNDALMD,1357862400,Bought as a gift for a good friend and she loves it tremendously. I would recommend this fragrance to all who are looking for something different.,beauty,fragrance,women s
B000K2U3JG,Zippo Lighter Fluid 12OZ.,A1DZHU1CZCOXOO,1357862400,So Pretty much the title says it all the cap need to be sealed better and spout easier to pull up besides that fuel is great.,health personal care,household supplies,lighters
B0002AQF84,Elite 6-Inch Mini Thermostatic Heater,A3DHSIPZWT4039,1357862400,This was a perfect fit for our 10 gallon aquarium. We've had no problems. It did take a couple of days of monitoring to get it at the right place and I had to readjust when a cold front moved through. It works as it says and isn't too much trouble.,pet supplies,fish aquatic pets,aquarium heaters
B000BUUVTO,Gillette Fusion Manual Cartridges,A32B6YJIR5FO5C,1357862400,Item just as described works great and arrived quickly. I Will order again when items needed. No problems very happy.,health personal care,personal care,shaving hair removal
B000FHQJLW,Step2 Real Projects Workshop,A3D2SYFELFN0I7,1357862400,This product was a big hit with my grandson. The parts gave us instant projects to build and can be taken apart to build again.,toys games,dress up pretend play,pretend play
B0006G500S,Double Thick Nylon Deluxe Dog Collar in Hot Pink,A1BXI9BO7VLVN1,1357862400,It is the EXACT color I was looking for! And the 20 inch collar fits my 35lbs lab perfectly! Very happy :),pet supplies,dogs,collars
B0002APLYS,Walk-About Spiral Tie-out Stake,A649175TFKVKH,1357862400,A great addition for my dog. Make sure you purchase the the correct wire to go with the tie down.,pet supplies,dogs,training behavior aids
B0009811TW,PetSafe 6-Volt Lithium Battery (2 Batteries per Pack),A240UUNDRX96TA,1357862400,Wrong size battery.- does not fit in the battery recepticle. Very obvious mistake. Supplied batteries arthin and round and needed batteries are long and thick.,pet supplies,cats,educational repellents
B000EPA4GQ,"Neutrogena Ultra Sheer Dry-Touch Sunscreen, 3 Ounce",A14BWYPEO2ZFZ6,1357862400,"I haven't really tested it against the sun because it hasn't been sunny since I got it but as a lotion it is great. It feels and smell good when applying it and it really has a dry touch even after 2 layers. My skin did not react violently against it. It did not form balls, on top of my light lotion and underneath both my light and full-coverage foundation. It didn't clog my pores either. Basically fantastic for me. I am now scouting for the next Neutrogena product!",beauty,skin care,sun
B000C1ZEY4,Tommy Hilfiger Tommy Girl EDC Perfume Spray,A2FH7FTV6FKLYG,1357862400,"This is one of my favorite colognes, and I've been wearing it off and on for the last ten years. I tend to switch between this and David Beckham's flagship cologne. I like this one a lot more than the Beckham because the scent lasts pretty much all day.It's a fruity scent with hints of spice and cinnamon, and my wife says it smells great -- and her opinion is gold to me!So, try it out, it's really inexpensive, but still one of my go-to's. You won't be let down.",beauty,fragrance,women s
B0006A0GOO,Bright Starts Soothing Safari Mobile,A5N9KEBS67GNN,1357862400,One of the few toys that my baby is actually entertained by. i'd tried several other mobiles this is the first one that's actually caught his attention.,baby products,nursery,nursery d cor
B00000K1VS,Radio Flyer 32S All-Terrain Steel and Wood Wagon,A2H9WT17NUH7PE,1357862400,"The wagon arrived on the day it was promised, and the assembly was straightforward. It seems very sturdy, and we really like the big, soft wheels. The fact that the handle folds under the wagon makes it easy to load in the car. The two little boys easily fit in the wagon, and the high sides keep them secure. I would recommend this to anyone looking for a good, solid wagon for their children.",toys games,tricycles,scooters wagons
B000QA7ZIO,Stork Craft Beatrice Combo Tower Chest,A2NR4ZCGFUI83L,1357862400,"I ordered this product not expecting much at all and was even less impressed when it arrived. Ikea has better furniture than this.Just to make it clear, there is NO wood parts in this furniture, it is all pressed wood except for one support beam in the back. The wood feels flimsy and scratches very easy. There will be a dent if you put something heavy on top of it. I am a very handy person and it took me over 4 hours to put it together. The way the item is arranged is very disorganized and they need to learn from Ikea because I can put together Ikea Furniture in about an hour.IMHO, I would pass on this. I know the price is good and it looks decent in the picture but you can find something better. I am going to keep it only because I spent so long putting it together that I don&#8217;t want to waste another 5 hours taking it apart.",baby products,nursery,furniture
B000633MFQ,Lambert Kay Linatone Plus Skin and Coat Revitalizer Daily Food Supplement,A27NBGTEX2NJ0Y,1357862400,"This is exactly what happened...meow by meow. A few weeks ago, Mumzy found a stray dog. He was in a most horrible condition. He had been terribly neglected. When he was taken to the pet doctor, the pet doctor stated that the pup's skin and fur were in an atrocious state of condition. His skin was dry. His fur was dull, and not pleasant to the touch. The doctor recommended this product. Now, this new member of the household absolutely loves this product. Mumzy just mixes the appropriate amount with his food. It apparently tastes delicious, for one should see his coat now. It is almost as if,...this is not the same dog! His coat of fur is shiny and soft",pet supplies,cats,health supplies
B000ETREHE,Fisher-Price Winnie The Pooh,A370S40XXTJKOB,1357862400,"I got this for a nephew, and he digs it with a golden shovel. He loves to bounce around with Tigger, so it is exactly what the doctor ordered!",toys games,stuffed animals plush,animals figures
B0002DHXGO,Midwest Quiet Time Pet Bed,AC6QWHL1WBL10,1357862400,Dogs like it. I wish it were a little thicker padding (but then I wish it were free and I was Queen). I think it is very good for the money.,pet supplies,dogs,beds furniture
B000GCJXR8,"MAALOX Advanced Maximum Strength Antacid Antigas 35 ct. Chewable Tablets, Assorted Fruit Flavor",AS6LCGHKDEWT1,1357862400,"If you've sat through the past long dry spell since the Fall of 2011 when Novartis, the makers of Maalox products, among others, ""temporarily"" shut down production of many of their OTC products including this one, you may know how desperate I've been to find a replacement for the only product that worked for my GI upset. At first I bought the Maalox Advance tablets wherever I could find them, including here at Amazon & eBay, at ever increasing prices, rationing my consumption. I paid as much as 10x the original price to vendors who had clearly cornered the remaining supply. There is no other way to account for the price for this item. $88 for one bottle?! But about 6 weeks ago I refused to pay $85 for two small bottles on eBay. Novartis told me when i called them that production would be resumed ""soon"", but when?What to do? Once again I began a search for the two active ingredients in the tablets",health personal care,health care,digestion nausea
B00002N5XW,"Galvanized Oval Wash Tub, 3.7 Gal",A20MI67B1CW0EI,1357862400,This washtub was just the right size to fit about 12 bottles of beer and soda. We used them for our picnic style wedding reception. They were well made and really cute!,health personal care,household supplies,cleaning tools
B00008BFZH,Snap Circuits Jr. SC-100,ABMC62JZJLENI,1357862400,"We got two of these sets for our grandsons. Later the one came to our house and brought his along to demonstrate what he can do and make with it. After making something, he gave me a hug and said, &#34;Grandma, thank-you so much for this; I just love it!&#34; His mother was not there to prompt him to express his appreciation. Oh, I felt so gratified for having purchased this.The dads of both boys were really excited about this gift, as well.This is an educational toy and will keep them occupied and challenged for a long time.",toys games,learning education,science
B00014FVJU,"Solaray - Ginger Trips, 60 wafers",A36JS4L39YBWT8,1357862400,"Great for at home or in traveling, both as an alternative to chewing gum or mints and as an aid to help with digestion.",health personal care,nutrition wellness,vitamins supplements
B000GFJTA6,New England Patriots Premium Large Dog Collar,A1JJ6O7EUZSV0D,1357862400,My dog weighs about 55 pounds and this collar is huge on her. I love it and she still wears it but it's definitely for large large dogs!,pet supplies,dogs,collars
B0007LRNG6,"Bausch & Lomb Hastings Triplet Magnifier, 14x",A37M4H0DOYZ694,1357862400,I was SO surprised at the size of this loop! I expected it to be twice the size it was. I didn't realize they were smaller than the ones that the jewelers use.,health personal care,medical supplies equipment,daily living aids
B000JLCTCC,AMARIGE For Women By GIVENCHY Eau De Toilette Spray,ARCTQ9A5YIWTK,1357948800,This is the only scent I use. I get compliments everytime I wear it. I love it and wear it everyday.,beauty,fragrance,women s
B000246MS8,Original Geospace Jump Rocket - Launcher and 3 Rocket Set,AKVQZ2O01M3LI,1357948800,Our grandsons each got one of these rocket sets which they loved. We had to wait for the snow to melt before trying it outside. Only problem was that the rocket got stuck on the launcher at times.,toys games,sports outdoor play,blasters foam play
B00011QVHY,Spornette Porcupine Rounder Brush,A2ABVK3GD2TP33,1357948800,This is the only round brush I have tried that does not add additional frizz to my hair when I blow dry it. The bristles are well made. The size is perfect for adding volume when blowdrying your hair without adding curls.,beauty,hair care,styling tools
B000069R7R,"Pantene Pro-V, Anti-frizz Creme, Moisturizing Curls Shaper - 3.5 oz",AYD00QTBW2JB3,1357948800,"Pantene has had some awsome products, and this is one of them. Just wish they would not discontinue some of them!",beauty,hair care,styling products
B000B76T52,Oster Fast Feed Clipper With Attachments,AU503FDD0DI4K,1357948800,Purchased these after our Conair clippers started to die. I researched and these were listed as the best clippers for the best price and that is correct! These are awesome! I can cut my husband's hair vey quick and it looks great!,health personal care,personal care,shaving hair removal
B000EXDOKQ,USAopoly Nintendo Monopoly,A1K92WMV6G2507,1357948800,"My kids just love this game lots of fun gets them away from those video games, would reccomend to friends",toys games,games,board games
B000GH6GE6,STILL For Women By J. LO Eau De Parfum Spray,A2T1RY2S5L1IOJ,1357948800,"I really liked, good price, and smells sooo good!People usually ask me the name of it ...Ui ui",beauty,fragrance,women s
B000HZZ07G,Kennedy Cup,A6F1OL797EKQZ,1357948800,I love using this cup for my son comes in hand to increase his independence. Also at work this cup is very useful for some of our patients.,health personal care,medical supplies equipment,daily living aids
B000L3XYZ4,Drinkwell Platinum Pet Fountain 168oz,A16A8L7F22TFTC,1357948800,"My cat seems to really enjoy this new fountain and it excels in all the important areas:* Holds a large quantity of water. For my 9-pound cat, I probably only need to refill it every two weeks.* Features a replaceable charcoal filter to keep the water clean.* Operation of the pump is quiet and the water doesn't continuously make a loud ""splashing"" sound. It is audible periodically depending on the wave patterns inside of the bowl but it's actually a pleasant sound.* Straightforward to disassemble and clean and comes with detailed instructions on how to do so. I've taken it apart once so far and it took about 10 minutes to give it a thorough cleaning. There is also a set of brushes you can purchase to make cleaning a bit easier although they aren't required.* Downloadable instruction manual on manufacturer's web site if - like me - you hate keeping piles on manuals in a closet somewhere.Overall this is a nice fountain and I'm hoping it's reliable and lasts for the long haul.",pet supplies,cats,feeding watering supplies
B000J5CVAS,Rhubarb RX - 90 - Tablet,A20X6XADQHJMTU,1357948800,"This stuff really works. Nothing else seems to do the trick like Dr Shen's. Easy to take, no after effects.",health personal care,nutrition wellness,vitamins supplements
B000L3XYZ4,Drinkwell Platinum Pet Fountain 168oz,A2NZVTTHAR94IK,1357948800,"I originally purchased this in September of 2012. I was extremely excited to get the unit as I had read all the reviews and I wanted to see how my 3 amigos would react. The unit was simple to set up and I had the unit running in no time. Oh, I highly recommend the Drinkwell Platinum fountain matDrinkwell Platinum Fountain Mat, MAT-D2for this unit. I did purchase the mat the day I purchased the unit and I can tell you it is a lifesaver. My kittehs took to playing in the water and some did spill out. The mat caught all the water and kept my laminate flooring from being damaged in any way at all. The mat also fits the unit perfectly and looks like it belongs with the unit. Ok, back to the 3 amigos. They simply love this fountain. At first they were typical kittehs. They walked around for a bit and would stare, and then act as if it were not there. Finally they would get close, and then jump back when one of my kids made a loud noise. Once they got over the newness they tried it. They have not looked back since. They all love it. I have one kitteh who thinks he is a raccoon and brings his food over to the fountain to be cleaned. Ok, ok, it is to play with the food in the water, but cleaning it sounds better. I have another little dude who uses his paws to draw the water from the waterfall to his mouth, and this is how he drinks. My other kitteh just likes to lap the water out of the bowl area. So I do have a little bit of experience with 3 different types of drinkers. Here is a rundown of things that may be of concern for those who are considering purchasing this fountain.Will the cats use it? I was concerned about 1 of my kittehs. He is kind of looney and I was worried this may be something he would have nothing to do with. My concerns were without merit as he was the first to try it out. All my kittehs love this fountain. Now, when I clean it, they follow me around and meow until I put it back on the floor for them to use. They have claimed their fountain and do not like me taking it away. They won't bother with a simple bowl anymore.How long do the filters last? I have 3 kittehs with the habits I listed above. My filter changes run around 4-6 weeks. I tried cleaning the filter, but it did not work. I watch amazon's prices and purchase filters when they are on sale at a decent price. You can either purchase them in packets of 3Drinkwell Fountain Premium Replacement Filter 3 packor in bulk where you get 4 packets of 3Drinkwell Platinum Premium Filters, 12-Pack. Prices vary so you have to watch. One day it is cheaper to purchase just one pack of 3 and on others it is cheaper to purchase 4 packs of 3. Keep your eyes open. As far as the filters go, if you don't change them then the water simply runs over the top of the filter and into the basin. You can still use the unit; it just won't filter the water.What are the filters made of? The filters are a formed trapezoid of fibrous material which is likely what is used for fish tank filtration. The filters will only take out foreign material such as hair or dirt so it will not circulate into the water fountain continuously. The filters will not take out any heavy metals or minerals. It is a basic sediment filter only with a light carbon backing and some carbon granules between both the front and back to remove odor. How much odor is removed, I cannot attest to, as I have a filter on my sink and do not use straight tap water for the fountain. However, from my experience in fish tank filtration I would say it is adequate.Ease of use? I have had absolutely no problems with the unit. It is very easy to put together. Once you understand how to change the reservoir it is a snap. Just remember that the reservoir cap has the plunger on it so you do not spill any water when you put the full reservoir back on the unit. You must hold the plunger out as you are tipping the reservoir over so it does not spill. Once you have it over and you are lowering the reservoir onto the fountain the plunger will be pushed up as it is lowered and then the water will be able to flow from the reservoir into the fountain basin.Cleaning? I have not had any of the problems cleaning that others have mentioned. I went to Wal-mart and purchased a dish cleaning brush that was to be dedicated to cleaning this unit. I have not had any problems reaching every area except one. The one area I need a long small cylindrical brush for is the tube from the pump to the top of the filtration basin. However, you can clean that area with a paper towel and a thin Phillips screwdriver if you had to. So cleaning really was a breeze. I would recommend that you are careful when cleaning the reservoir. Do not drop it or it may crack. By drop, I mean do not drop it from a standing position onto a hard floor. Dropping it in the sink won't crack it. The plastic is thick and seems to very durable.Water Noise? Noise has never been an issue. We keep the unit in our kitchen, which is near our living room. We have never had any annoying noise from the unit that disturbs us in any way. If you are a person who has to have utter silence at all times, then you would not like this anymore than another item that has running water. You can turn the unit up to the highest setting and you may think the unit sounds like a small running brook. If that is annoying to you then do not purchase this unit as it is a fountain with running water. Not sure what you would expect from such a unit?Motor Noise? I have never heard the motor at all, except on one occasion. The reviews mentioning the motor noise are either running the unit dry or have a bad motor. You should not hear a motor like this running. If you do then you have something wrong. Also, check your plastic pre-filter. I did hear an odd noise from my motor one time 6 days after I had put the unit down. The problem was that my longhaired kitteh, who loves to put his paws in the water, had clogged the pre-filter with his hair. It was causing the motor to have to strain, thus the noise. I simply cleaned the pre-filter and all was well.Leaking? This unit is molded as a single reservoir that sits upon a molded basin. Unless you have a crack in your unit, it should not leak. The first time I Put the reservoir down I was not careful and I allowed water to run into the unit before I put the reservoir all the way down. As I already had the basin full, this caused the basin to overflow and to stay high until the reservoir emptied. My mistake and I never made it again. Thus, I never had water over the sides again, unless my kittehs are playing in the water, which is kind of the point of having this. That brings up another point. How many of the people complaining about leaking have simply not realized their kittehs are now playing in the water which in turn has the water coming over the sides looking as if the basin is leaking? The whole point in purchasing this type of fountain is to encourage your kittehs to drink more water. I also purchased this unit as a way to allow the kittehs to play in the water more. Many cats in the wild prefer to drink from running water. There are different theories as to why, but the fact remains that they do. It is part of our kittehs past to seek out running water. Only when we domesticated them did they have to settle for sedentary water dishes. By giving our little friends these fountains we give them one more natural way for them to act. Once they get used to it, they will enjoy it more and more, and likely make more of a mess. If your unit does leak, and you know for sure your kittehs are not enjoying the fountain in a playful way, you likely have a crack.I highly recommend this pet fountain to anybody who has small to medium sized pets. I purchased a second unit from Amazon.com's Warehouse Deals when I saw the price of a used-like new unit drop to 33.00.Enjoy! And as my 3 amigos say, ""Meow, meooooooow meow, and mrrrrrrrrrrrrrrrrrrrrrrrrrreow!""",pet supplies,cats,feeding watering supplies
